lat,long,altitude,pix,rain,snow
-9.0, 160.05,   -2,#265D58, 50406.1,   0.0
-9.0, 160.55,-1817,#1D5F6D, 52743.8,   0.0
-9.0, 161.05,  498,#122B01, 59157.9,   0.0
-9.0, 161.55,-1651,#094952, 59157.9,   0.0
-9.0, 162.05,-4107,#013447, 57166.8,   0.0
-9.0, 162.55,-2923,#10495A, 57970.1,   0.0
-9.0, 163.05,-2499,#185061, 57434.1,   0.0
-9.0, 163.55,-3398,#003142, 57517.7,   0.0
-9.0, 164.05,-4288,#001A22, 57464.8,   0.0
-9.0, 164.60,-3519,#104557, 56937.4,   0.0
-9.0, 165.10,-3455,#0F4051, 55893.1,   0.0
-9.0, 165.60,-3896,#08394A, 55744.4,   0.0
-9.0, 166.10,-4154,#084051, 55362.3,   0.0
-9.0, 166.60,-4431,#043546, 54778.0,   0.0
-9.0, 167.10,-3731,#0D4053, 53991.8,   0.0
-9.0, 167.60,-3637,#0C4357, 53595.1,   0.0
-9.0, 168.10,-3834,#0C3D4E, 53114.2,   0.0
-9.0, 168.60,-5293,#022B3F, 52706.1,   0.0
-9.0, 169.15,-3432,#144758, 52107.3,   0.0
-9.0, 169.65,-3971,#0D4053, 52130.9,   0.0
-9.0, 170.15,-3881,#002933, 52030.1,   0.0
-9.0, 170.65,-4900,#013044, 51491.9,   0.0
-9.0, 171.15,-4991,#003044, 50805.7,   0.0
-9.0, 171.65,-5076,#002D42, 49888.4,   0.0
-9.0, 172.15,-5286,#002B3E, 49542.2,   0.0
-9.0, 172.65,-4821,#002F41, 49267.6,   0.0
-9.0, 173.15,-5613,#002D41, 49610.3,   0.0
-9.0, 173.70,-5373,#032D43, 49111.0,   0.0
-9.0, 174.20,-5303,#012E43, 48666.5,   0.0
-9.0, 174.70,-5319,#013044, 48610.9,   0.0
-9.0, 175.20,-5257,#052C3D, 47333.4,   0.0
-9.0, 175.70,-5290,#00293C, 46147.8,   0.0
-9.0, 176.20,-5034,#003044, 45431.4,   0.0
-9.0, 176.70,-5182,#003245, 44999.9,   0.0
-9.0, 177.20,-5117,#00212B, 45267.1,   0.0
-9.0, 177.70,-5229,#002F43, 45257.1,   0.0
-9.0, 178.25,-4789,#003245, 44906.8,   0.0
-9.0, 178.75,-4815,#003043, 44415.6,   0.0
-9.0, 179.25,-4884,#003044, 44335.0,   0.0
-9.0, 179.75,-4487,#00364A, 44418.2,   0.0
-8.5,-179.75,-5042,#003044, 43361.8,   0.0
-8.5,-179.25,-5112,#002E45, 43445.4,   0.0
-8.5,-178.75,-5381,#022C42, 43222.4,   0.0
-8.5,-178.25,-5378,#002E42, 42880.1,   0.0
-8.5,-177.75,-5428,#002D41, 42911.9,   0.0
-8.5,-177.20,-5525,#002C40, 42810.7,   0.0
-8.5,-176.70,-5536,#002E42, 42199.0,   0.0
-8.5,-176.20,-5572,#002F43, 41580.6,   0.0
-8.5,-175.70,-5387,#002F43, 41054.2,   0.0
-8.5,-175.20,-5327,#002B3D, 40900.7,   0.0
-8.5,-174.70,-5221,#003348, 40648.7,   0.0
-8.5,-174.20,-5068,#003044, 40401.4,   0.0
-8.5,-173.70,-4847,#003446, 40044.3,   0.0
-8.5,-173.20,-5167,#003247, 39392.1,   0.0
-8.5,-172.70,-3763,#04323F, 38644.5,   0.0
-8.5,-172.15,-4311,#003647, 36976.5,   0.0
-8.5,-171.65,-4459,#043C53, 35679.5,   0.0
-8.5,-171.15,-4442,#003647, 35545.1,   0.0
-8.5,-170.65,-4926,#022F42, 34883.9,   0.0
-8.5,-170.15,-5012,#003044, 34551.6,   0.0
-8.5,-169.65,-4632,#00303E, 34346.0,   0.0
-8.5,-169.15,-4557,#002336, 33550.1,   0.0
-8.5,-168.65,-4779,#00384C, 32417.3,   0.0
-8.5,-168.15,-4117,#0A3D50, 31811.7,   0.0
-8.5,-167.65,-4832,#013243, 31605.1,   0.0
-8.5,-167.10,-4083,#0C3D4E, 30900.4,   0.0
-8.5,-166.60,-4244,#063B4D, 30533.5,   0.0
-8.5,-166.10,-3959,#093C4F, 29939.2,   0.0
-8.5,-165.60,-3547,#0F4255, 29168.2,   0.0
-8.5,-165.10,-3717,#0F4255, 28633.7,   0.0
-8.5,-164.60,-3896,#0B3C4A, 27598.3,   0.0
-8.5,-164.10,-3853,#00293A, 26978.6,   0.0
-8.5,-163.60,-3424,#114457, 26395.5,   0.0
-8.5,-163.10,-3257,#14495B, 25620.6,   0.0
-8.5,-162.60,-3602,#0F3D4D, 24838.4,   0.0
-8.5,-162.10,-3640,#0B3E4F, 24001.7,   0.0
-8.5,-161.55,-3985,#0C354B, 23369.1,   0.0
-8.5,-161.05,-4036,#0B3E51, 22483.8,   0.0
-8.5,-160.55,-4273,#00394A, 22417.8,   0.0
-8.5,-160.05,-3096,#0F4551, 22254.0,   0.0
-8.5,-159.55,-5825,#012636, 22218.1,   0.0
-8.5,-159.05,-5815,#002B40, 21903.6,   0.0
-8.5,-158.55,-5722,#002F43, 21312.9,   0.0
-8.5,-158.05,-4853,#022F46, 21009.1,   0.0
-8.5,-157.55,-5325,#002F43, 20642.3,   0.0
-8.5,-157.05,-5505,#002D42, 19926.3,   0.0
-8.5,-156.50,-5649,#002F43, 19220.1,   0.0
-8.5,-156.00,-5482,#002F43, 18993.6,   0.0
-8.5,-155.50,-5378,#002E42, 18170.4,   0.0
-8.5,-155.00,-5232,#002F43, 17734.2,   0.0
-8.5,-154.50,-4903,#012E41, 17173.3,   0.0
-8.5,-154.00,-5395,#023143, 16882.0,   0.0
-8.5,-153.50,-5362,#002839, 16440.6,   0.0
-8.5,-153.00,-4983,#012E43, 16133.1,   0.0
-8.5,-152.50,-4954,#003044, 15447.9,   0.0
-8.5,-152.00,-4878,#003346, 14925.1,   0.0
-8.5,-151.45,-5273,#013147, 14510.8,   0.0
-8.5,-150.95,-4810,#002333, 14052.1,   0.0
-8.5,-150.45,-5057,#013145, 14037.2,   0.0
-8.5,-149.95,-5007,#023145, 13587.8,   0.0
-8.5,-149.45,-5085,#003044, 13166.1,   0.0
-8.5,-148.95,-4872,#022F42, 12854.2,   0.0
-8.5,-148.45,-4747,#023749, 12744.0,   0.0
-8.5,-147.95,-5181,#012E43, 12577.8,   0.0
-8.5,-147.45,-5175,#002F43, 12362.2,   0.0
-8.5,-146.95,-5162,#002F43, 12149.3,   0.0
-8.5,-146.40,-5159,#002F43, 11594.3,   0.0
-8.5,-145.90,-4995,#003044, 11174.3,   0.0
-8.5,-145.40,-5033,#003245, 10878.3,   0.0
-8.5,-144.90,-5042,#013145, 10731.4,   0.0
-8.5,-144.40,-4813,#003346, 10534.1,   0.0
-8.5,-143.90,-4638,#01384C, 10223.1,   0.0
-8.5,-143.40,-4447,#003849,  9907.4,   0.0
-8.5,-142.90,-4161,#0B344A,  9572.5,   0.0
-8.5,-142.40,-4316,#0D3A51,  9202.0,   0.0
-8.5,-141.90,-4237,#0A3A4E,  9002.7,   0.0
-8.5,-141.35,-4030,#093C4F,  8698.7,   0.0
-8.5,-140.85,-2940,#133743,  8436.5,   0.0
-8.5,-140.35,-3469,#104354,  7696.5,   0.0
-8.5,-139.85,-3471,#114658,  7948.5,   0.0
-8.5,-139.35,-3618,#104152,  8080.4,   0.0
-8.5,-138.85,-4053,#0B3E51,  7712.3,   0.0
-8.5,-138.35,-4087,#0D3D51,  7137.3,   0.0
-8.5,-137.85,-4141,#0B3E51,  6745.5,   0.0
-8.5,-137.35,-4239,#0A3A4E,  6597.3,   0.0
-8.5,-136.85,-4337,#073C4E,  6303.7,   0.0
-8.5,-136.35,-4534,#033649,  6347.4,   0.0
-8.5,-135.80,-4665,#003748,  6297.6,   0.0
-8.5,-135.30,-4635,#00374B,  6116.1,   0.0
-8.5,-134.80,-4230,#02394E,  6075.2,   0.0
-8.5,-134.30,-4601,#00374E,  6025.0,   0.0
-8.5,-133.80,-4065,#0A4357,  5709.3,   0.0
-8.5,-133.30,-4707,#003547,  5642.4,   0.0
-8.5,-132.80,-4738,#01354A,  5614.7,   0.0
-8.5,-132.30,-4812,#003345,  5508.3,   0.0
-8.5,-131.80,-4742,#003044,  5317.6,   0.0
-8.5,-131.30,-4503,#00374B,  5257.4,   0.0
-8.5,-130.75,-4564,#023749,  5184.9,   0.0
-8.5,-130.25,-4678,#01354A,  5070.6,   0.0
-8.5,-129.75,-4735,#003346,  4882.9,   0.0
-8.5,-129.25,-4738,#003547,  4704.0,   0.0
-8.5,-128.75,-4518,#003748,  4523.6,   0.0
-8.5,-128.25,-4253,#00374B,  4548.5,   0.0
-8.5,-127.75,-4637,#013447,  4475.6,   0.0
-8.5,-127.25,-4500,#01394A,  4512.5,   0.0
-8.5,-126.75,-4500,#01384C,  4672.2,   0.0
-8.5,-126.25,-4502,#00374B,  4603.6,   0.0
-8.5,-125.70,-4514,#00374B,  4449.4,   0.0
-8.5,-125.20,-4469,#02394D,  4180.5,   0.0
-8.5,-124.70,-4308,#013C4E,  3999.6,   0.0
-8.5,-124.20,-4580,#003445,  3880.8,   0.0
-8.5,-123.70,-4359,#023B4E,  3968.3,   0.0
-8.5,-123.20,-4375,#00374B,  3793.7,   0.0
-8.5,-122.70,-4092,#033E50,  3651.1,   0.0
-8.5,-122.20,-4238,#0E3D51,  3612.6,   0.0
-8.5,-121.70,-4262,#023B4E,  3579.4,   0.0
-8.5,-121.20,-4456,#01384C,  3544.0,   0.0
-8.5,-120.65,-4387,#00364A,  3468.8,   0.0
-8.5,-120.15,-4223,#043B4F,  3454.3,   0.0
-8.5,-119.65,-4393,#03384A,  3498.8,   0.0
-8.5,-119.15,-4390,#00364A,  3520.4,   0.0
-8.5,-118.65,-4411,#023548,  3234.9,   0.0
-8.5,-118.15,-4375,#043B4F,  3082.5,   0.0
-8.5,-117.65,-4271,#0A3D50,  3088.2,   0.0
-8.5,-117.15,-4331,#01384C,  3099.0,   0.0
-8.5,-116.65,-4144,#083D4F,  3103.3,   0.0
-8.5,-116.15,-4098,#0B3E4F,  3142.4,   0.0
-8.5,-115.60,-4513,#073544,  3156.0,   0.0
-8.5,-115.10,-4158,#083D4F,  3068.9,   0.0
-8.5,-114.60,-3945,#023745,  3077.5,   0.0
-8.5,-114.10,-3330,#0E4355,  2963.3,   0.0
-8.5,-113.60,-3722,#0D4051,  2770.6,   0.0
-8.5,-113.10,-3514,#104354,  2708.6,   0.0
-8.5,-112.60,-3615,#114658,  2804.0,   0.0
-8.5,-112.10,-3354,#154657,  2864.9,   0.0
-8.5,-111.60,-3365,#104354,  2857.0,   0.0
-8.5,-111.10,-3557,#0C4453,  2744.7,   0.0
-8.5,-110.60,-3460,#134659,  2642.4,   0.0
-8.5,-110.05,-3106,#184F63,  2621.7,   0.0
-8.5,-109.55,-2997,#114455,  2445.5,   0.0
-8.5,-109.05,-3704,#002533,  2437.4,   0.0
-8.5,-108.55,-3103,#144959,  2571.4,   0.0
-8.5,-108.05,-2870,#0F4456,  2678.7,   0.0
-8.5,-107.55,-3151,#144959,  2551.0,   0.0
-8.5,-107.05,-3298,#1A4B5C,  2481.5,   0.0
-8.5,-106.55,-3539,#0D465A,  2603.4,   0.0
-8.5,-106.05,-3416,#124558,  2773.6,   0.0
-8.5,-105.55,-3780,#0F4253,  2644.0,   0.0
-8.5,-105.00,-3511,#104354,  2576.5,   0.0
-8.5,-104.50,-3534,#0F4253,  2474.2,   0.0
-8.5,-104.00,-3610,#0F4255,  2366.6,   0.0
-8.5,-103.50,-4101,#06394C,  2446.5,   0.0
-8.5,-103.00,-4659,#002024,  2539.2,   0.0
-8.5,-102.50,-4361,#093C4F,  2376.2,   0.0
-8.5,-102.00,-4284,#013648,  2425.3,   0.0
-8.5,-101.50,-3983,#0B3E51,  2601.8,   0.0
-8.5,-101.00,-4342,#013A4B,  2710.1,   0.0
-8.5,-100.50,-4435,#04374A,  2851.0,   0.0
-8.5, -99.95,-4304,#063748,  3069.8,   0.0
-8.5, -99.45,-4133,#0E3E52,  3159.5,   0.0
-8.5, -98.95,-4206,#0A4553,  3400.5,   0.0
-8.5, -98.45,-3987,#093A4B,  3262.7,   0.0
-8.5, -97.95,-4139,#003545,  3159.4,   0.0
-8.5, -97.45,-4434,#002F3F,  3080.7,   0.0
-8.5, -96.95,-3908,#073648,  2957.5,   0.0
-8.5, -96.45,-4523,#073646,  3021.5,   0.0
-8.5, -95.95,-3965,#0B4050,  3098.2,   0.0
-8.5, -95.45,-4518,#002D3C,  3042.2,   0.0
-8.5, -94.90,-3867,#0D4053,  3041.9,   0.0
-8.5, -94.40,-3964,#0F3F53,  3462.0,   0.0
-8.5, -93.90,-4011,#0D4053,  3262.9,   0.0
-8.5, -93.40,-3991,#0E4154,  3163.9,   0.0
-8.5, -92.90,-4095,#093A4B,  3286.6,   0.0
-8.5, -92.40,-4138,#073A4D,  3486.8,   0.0
-8.5, -91.90,-4182,#093C4F,  3517.1,   0.0
-8.5, -91.40,-4127,#0A3D50,  3340.0,   0.0
-8.5, -90.90,-4172,#08374B,  3186.3,   0.0
-8.5, -90.40,-4185,#0B3A4C,  3396.9,   0.0
-8.5, -89.85,-4104,#0B3E4F,  4052.8,   0.0
-8.5, -89.35,-4124,#0C3F52,  4299.2,   0.0
-8.5, -88.85,-4359,#063E4F,  4100.8,   0.0
-8.5, -88.35,-4312,#083B4E,  3579.9,   0.0
-8.5, -87.85,-4244,#003849,  3269.4,   0.0
-8.5, -87.35,-4198,#002E42,  3128.3,   0.0
-8.5, -86.85,-4277,#033C4D,  3401.3,   0.0
-8.5, -86.35,-4394,#073A4D,  3232.3,   0.0
-8.5, -85.85,-4278,#023B4C,  2925.1,   0.0
-8.5, -85.35,-4534,#01384C,  2928.3,   0.0
-8.5, -84.80,-4472,#03384A,  2554.6,   0.0
-8.5, -84.30,-4376,#023A4B,  1963.7,   0.0
-8.5, -83.80,-4290,#013A4D,  1448.3,   0.0
-8.5, -83.30,-4310,#013648,  1127.0,   0.0
-8.5, -82.80,-4184,#023B4C,   783.0,   0.0
-8.5, -82.30,-4323,#003A4C,   523.4,   0.0
-8.5, -81.80,-4585,#053645,   299.0,   0.0
-8.5, -81.30,-5138,#002B3E,   195.0,   0.0
-8.5, -80.80,-4359,#033445,   144.1,   0.0
-8.5, -80.30,-1002,#235E6C,   152.1,   0.0
-8.5, -79.80, -155,#2D737F,   220.0,   0.0
-8.5, -79.25,  -74,#2E727F,   405.7,   0.0
-8.5, -78.75,  221,#A99A83,  2714.3,   0.0
-8.5, -78.25, 2201,#47321D, 29208.5,   0.0
-8.5, -77.75, 4297,#5A450E, 31046.2,3308.2
-8.5, -77.25, 3292,#665124, 21939.6,  15.4
-8.5, -76.75, 3488,#5C520D, 32027.4,  30.1
-8.5, -76.25,  892,#485328, 32683.4,   0.0
-8.5, -75.75,  942,#3E4A1C, 49499.6,   0.0
-8.5, -75.25,  205,#313D15, 49624.5,   0.0
-8.5, -74.75,  179,#3A451A, 33422.5,   0.0
-8.5, -74.20,  158,#3E572F, 31079.6,   0.0
-8.5, -73.70,  269,#283E18, 34107.8,   0.0
-8.5, -73.20,  263,#273D17, 33751.2,   0.0
-8.5, -72.70,  234,#284119, 32224.6,   0.0
-8.5, -72.20,  271,#283E17, 30353.1,   0.0
-8.5, -71.70,  312,#263F18, 32462.1,   0.0
-8.5, -71.20,  294,#223812, 32174.5,   0.0
-8.5, -70.70,  251,#283C17, 29734.0,   0.0
-8.5, -70.20,  233,#203911, 29568.8,   0.0
-8.5, -69.70,  209,#233C15, 28352.3,   0.0
-8.5, -69.15,  215,#2B411B, 28099.7,   0.0
-8.5, -68.65,  208,#253D19, 30076.2,   0.0
-8.5, -68.15,  158,#2A4019, 29946.1,   0.0
-8.5, -67.65,  119,#2D431D, 30155.1,   0.0
-8.5, -67.15,  153,#193212, 29782.7,   0.0
-8.5, -66.65,  134,#2B411B, 31550.5,   0.0
-8.5, -66.15,  133,#2D421B, 32144.1,   0.0
-8.5, -65.65,  128,#2C421B, 31341.5,   0.0
-8.5, -65.15,   99,#2E431C, 32542.4,   0.0
-8.5, -64.65,   91,#2F431E, 32168.3,   0.0
-8.5, -64.10,  100,#2C3C15, 31593.1,   0.0
-8.5, -63.60,   73,#485D34, 32242.6,   0.0
-8.5, -63.10,   98,#2E431C, 33730.7,   0.0
-8.5, -62.60,   95,#30421C, 33042.3,   0.0
-8.5, -62.10,  101,#2A401A, 33053.8,   0.0
-8.5, -61.60,  110,#475428, 33352.5,   0.0
-8.5, -61.10,  136,#2B411A, 33451.1,   0.0
-8.5, -60.60,  108,#2E431C, 35521.4,   0.0
-8.5, -60.10,  120,#2A401A, 33674.8,   0.0
-8.5, -59.60,   97,#243D16, 34340.2,   0.0
-8.5, -59.05,  196,#2A4117, 35628.9,   0.0
-8.5, -58.55,  280,#243F16, 36177.4,   0.0
-8.5, -58.05,  152,#364B20, 34468.8,   0.0
-8.5, -57.55,  148,#2A4115, 33045.4,   0.0
-8.5, -57.05,  326,#2F4419, 42802.9,   0.0
-8.5, -56.55,  424,#374A1C, 42662.9,   0.0
-8.5, -56.05,  503,#344519, 34979.7,   0.0
-8.5, -55.55,  303,#3D491B, 24641.1,   0.0
-8.5, -55.05,  248,#374919, 26978.7,   0.0
-8.5, -54.55,  259,#23380D, 27844.2,   0.0
-8.5, -54.05,  357,#2D4217, 27104.4,   0.0
-8.5, -53.50,  309,#294316, 28344.6,   0.0
-8.5, -53.00,  288,#2F4419, 30771.8,   0.0
-8.5, -52.50,  290,#354419, 30727.5,   0.0
-8.5, -52.00,  521,#344318, 32376.9,   0.0
-8.5, -51.50,  309,#415726, 25381.0,   0.0
-8.5, -51.00,  296,#756831, 31641.6,   0.0
-8.5, -50.50,  233,#5E5627, 25543.5,   0.0
-8.5, -50.00,  196,#5D5C2C, 27839.1,   0.0
-8.5, -49.50,  198,#6B5A2F, 29113.2,   0.0
-8.5, -49.00,  193,#646232, 29169.1,   0.0
-8.5, -48.45,  225,#4E4F25, 24126.9,   0.0
-8.5, -47.95,  229,#515226, 25486.0,   0.0
-8.5, -47.45,  241,#585424, 23463.8,   0.0
-8.5, -46.95,  310,#575525, 24464.2,   0.0
-8.5, -46.45,  415,#5F532B, 20997.0,   0.0
-8.5, -45.95,  421,#495122, 19037.2,   0.0
-8.5, -45.45,  475,#544F25, 19391.1,   0.0
-8.5, -44.95,  495,#71643A, 14108.1,   0.0
-8.5, -44.45,  579,#5B5930, 17742.8,   0.0
-8.5, -43.95,  284,#454A21, 10975.2,   0.0
