lat,long,altitude,pix,high,low
-9.0, 160.05,   -2,#265D58,30.1,25.5
-9.0, 160.55,-1817,#1D5F6D,31.4,23.7
-9.0, 161.05,  498,#122B01,32.6,22.1
-9.0, 161.55,-1651,#094952,31.6,24.8
-9.0, 162.05,-4107,#013447,29.5,25.1
-9.0, 162.55,-2923,#10495A,29.5,25.2
-9.0, 163.05,-2499,#185061,29.5,25.2
-9.0, 163.55,-3398,#003142,29.7,24.9
-9.0, 164.05,-4288,#001A22,30.0,25.2
-9.0, 164.60,-3519,#104557,29.4,25.3
-9.0, 165.10,-3455,#0F4051,29.5,25.2
-9.0, 165.60,-3896,#08394A,29.5,25.2
-9.0, 166.10,-4154,#084051,29.6,25.2
-9.0, 166.60,-4431,#043546,29.5,25.0
-9.0, 167.10,-3731,#0D4053,29.7,25.0
-9.0, 167.60,-3637,#0C4357,29.7,24.7
-9.0, 168.10,-3834,#0C3D4E,29.6,24.4
-9.0, 168.60,-5293,#022B3F,29.7,24.8
-9.0, 169.15,-3432,#144758,29.7,24.5
-9.0, 169.65,-3971,#0D4053,29.6,24.5
-9.0, 170.15,-3881,#002933,29.6,24.4
-9.0, 170.65,-4900,#013044,29.7,24.6
-9.0, 171.15,-4991,#003044,29.6,24.5
-9.0, 171.65,-5076,#002D42,29.6,24.4
-9.0, 172.15,-5286,#002B3E,29.6,24.5
-9.0, 172.65,-4821,#002F41,29.6,24.1
-9.0, 173.15,-5613,#002D41,29.6,24.3
-9.0, 173.70,-5373,#032D43,29.5,24.4
-9.0, 174.20,-5303,#012E43,29.5,24.4
-9.0, 174.70,-5319,#013044,29.5,24.6
-9.0, 175.20,-5257,#052C3D,29.5,24.6
-9.0, 175.70,-5290,#00293C,29.6,24.8
-9.0, 176.20,-5034,#003044,29.6,24.4
-9.0, 176.70,-5182,#003245,29.6,24.4
-9.0, 177.20,-5117,#00212B,29.7,24.7
-9.0, 177.70,-5229,#002F43,29.7,24.8
-9.0, 178.25,-4789,#003245,29.5,24.9
-9.0, 178.75,-4815,#003043,29.5,24.8
-9.0, 179.25,-4884,#003044,29.4,24.8
-9.0, 179.75,-4487,#00364A,29.4,24.8
-8.5,-179.75,-5042,#003044,29.3,24.8
-8.5,-179.25,-5112,#002E45,29.4,24.9
-8.5,-178.75,-5381,#022C42,29.4,24.8
-8.5,-178.25,-5378,#002E42,29.4,24.8
-8.5,-177.75,-5428,#002D41,29.1,24.7
-8.5,-177.20,-5525,#002C40,29.2,24.4
-8.5,-176.70,-5536,#002E42,29.1,24.6
-8.5,-176.20,-5572,#002F43,29.2,24.5
-8.5,-175.70,-5387,#002F43,29.3,24.0
-8.5,-175.20,-5327,#002B3D,29.2,23.7
-8.5,-174.70,-5221,#003348,29.2,23.6
-8.5,-174.20,-5068,#003044,29.2,23.7
-8.5,-173.70,-4847,#003446,29.2,24.0
-8.5,-173.20,-5167,#003247,29.2,24.1
-8.5,-172.70,-3763,#04323F,28.9,24.2
-8.5,-172.15,-4311,#003647,28.9,24.5
-8.5,-171.65,-4459,#043C53,28.9,24.8
-8.5,-171.15,-4442,#003647,28.9,24.3
-8.5,-170.65,-4926,#022F42,28.9,24.7
-8.5,-170.15,-5012,#003044,28.8,24.5
-8.5,-169.65,-4632,#00303E,28.7,24.0
-8.5,-169.15,-4557,#002336,28.7,24.2
-8.5,-168.65,-4779,#00384C,28.7,24.5
-8.5,-168.15,-4117,#0A3D50,28.7,24.5
-8.5,-167.65,-4832,#013243,28.7,24.3
-8.5,-167.10,-4083,#0C3D4E,28.6,24.2
-8.5,-166.60,-4244,#063B4D,28.5,24.2
-8.5,-166.10,-3959,#093C4F,28.4,24.0
-8.5,-165.60,-3547,#0F4255,28.4,23.6
-8.5,-165.10,-3717,#0F4255,28.5,23.2
-8.5,-164.60,-3896,#0B3C4A,28.5,23.8
-8.5,-164.10,-3853,#00293A,28.4,24.5
-8.5,-163.60,-3424,#114457,28.5,24.5
-8.5,-163.10,-3257,#14495B,28.5,24.5
-8.5,-162.60,-3602,#0F3D4D,28.5,24.5
-8.5,-162.10,-3640,#0B3E4F,28.5,24.2
-8.5,-161.55,-3985,#0C354B,28.5,24.2
-8.5,-161.05,-4036,#0B3E51,28.4,24.4
-8.5,-160.55,-4273,#00394A,28.2,24.3
-8.5,-160.05,-3096,#0F4551,28.2,24.3
-8.5,-159.55,-5825,#012636,28.3,24.2
-8.5,-159.05,-5815,#002B40,28.4,24.0
-8.5,-158.55,-5722,#002F43,28.4,23.9
-8.5,-158.05,-4853,#022F46,28.3,24.0
