lat,long,altitude,pix,rain,snow
19.5, -83.75,-3851,#093A4B,15111.5, 0.0
19.5, -83.25,-3369,#154A5A,15372.0, 0.0
19.5, -82.70,-2984,#164B5D,15463.9, 0.0
19.5, -82.20,-4351,#0B4052,14839.3, 0.0
19.5, -81.65,-3082,#154E5F,14607.0, 0.0
19.5, -81.10,-2470,#154D5E,14782.3, 0.0
19.5, -80.60,-2042,#26616F,14799.3, 0.0
19.5, -80.05,-2291,#235764,14233.0, 0.0
19.5, -79.55,-4031,#052B38,13527.6, 0.0
19.5, -79.00,-4047,#09313B,12526.7, 0.0
19.5, -78.45,-5164,#001016,11290.7, 0.0
19.5, -77.95,-5482,#012E41,10715.7, 0.0
19.5, -77.40,-5496,#02293A,10803.3, 0.0
19.5, -76.90,-5754,#032437,13991.3, 0.0
19.5, -76.35,-5703,#003044,14484.9, 0.0
19.5, -75.80,-5237,#002A3C,11025.9, 0.0
19.5, -75.30,-4722,#00364B,10555.1, 0.0
19.5, -74.75,-3400,#0E475A, 8819.8, 0.0
19.5, -74.25,-1930,#1B5A6B, 6010.4, 0.0
19.5, -73.70,-1378,#246271, 4511.1, 0.0
19.5, -73.15,-1870,#14434D, 5439.5, 0.0
19.5, -72.65,   66,#A38F76, 6636.2, 0.0
19.5, -72.10,  487,#545128,19005.8, 0.0
19.5, -71.60,  214,#616E39,12800.8, 0.0
19.5, -71.05,  178,#646138,12239.9, 0.0
19.5, -70.50,  811,#324D18,19297.6, 0.0
19.5, -70.00,   19,#4E5B2D,10969.3, 0.0
19.5, -69.45,-1892,#175260,15291.7, 0.0
19.5, -68.90,-3543,#093C4F,14368.5, 0.0
19.5, -68.40,-6862,#032842,13360.7, 0.0
19.5, -67.85,-7423,#02213D,11682.1, 0.0
19.5, -67.35,-7545,#001C34,11103.5, 0.0
19.5, -66.80,-7832,#001C34,11303.1, 0.0
19.5, -66.25,-7560,#05203D,12105.1, 0.0
19.5, -65.75,-6904,#002337,12177.2, 0.0
19.5, -65.20,-6802,#002034,12364.5, 0.0
19.5, -64.70,-6622,#032843,12678.2, 0.0
19.5, -64.15,-6075,#01273A,12506.9, 0.0
19.5, -63.60,-6223,#012138,12238.6, 0.0
19.5, -63.10,-6493,#01253B,12493.5, 0.0
19.5, -62.55,-7326,#001D32,12747.9, 0.0
19.5, -62.05,-6179,#012130,12628.9, 0.0
19.5, -61.50,-5440,#03293E,12168.4, 0.0
19.5, -60.95,-5097,#022D3E,12048.4, 0.0
19.5, -60.45,-5164,#002E42,11759.7, 0.0
19.5, -59.90,-4925,#002C3E,11532.0, 0.0
19.5, -59.40,-4989,#003245,11214.1, 0.0
19.5, -58.85,-5064,#003044,11270.3, 0.0
19.5, -58.30,-5544,#002D42,11080.7, 0.0
19.5, -57.80,-5682,#002E42,10874.6, 0.0
19.5, -57.25,-5668,#012B41,10712.9, 0.0
19.5, -56.75,-5735,#002838,10436.8, 0.0
19.5, -56.20,-5779,#002538,10399.7, 0.0
19.5, -55.65,-5070,#04273A,10537.1, 0.0
19.5, -55.15,-4872,#033445,10314.4, 0.0
19.5, -54.60,-4970,#003044,10140.8, 0.0
19.5, -54.10,-5109,#043448, 9933.6, 0.0
19.5, -53.55,-4983,#002E40, 9939.9, 0.0
19.5, -53.00,-5449,#002538, 9774.8, 0.0
19.5, -52.50,-5653,#01273C, 9500.5, 0.0
19.5, -51.95,-4967,#00374B, 9343.6, 0.0
19.5, -51.45,-5281,#002F43, 9213.5, 0.0
19.5, -50.90,-4699,#01394A, 8846.6, 0.0
19.5, -50.35,-4187,#0D4053, 8536.1, 0.0
19.5, -49.85,-4748,#012F46, 8514.9, 0.0
19.5, -49.30,-4168,#013B51, 8276.9, 0.0
19.5, -48.80,-4561,#002A33, 8370.4, 0.0
19.5, -48.25,-3891,#073243, 8355.8, 0.0
19.5, -47.70,-4068,#0C4153, 8485.4, 0.0
19.5, -47.20,-3472,#124558, 8573.3, 0.0
19.5, -46.65,-3011,#0F3D4C, 8244.4, 0.0
19.5, -46.15,-2801,#124852, 8177.2, 0.0
19.5, -45.60,-2595,#0D353F, 7714.3, 0.0
19.5, -45.05,-3612,#0E3E4A, 7487.1, 0.0
19.5, -44.55,-3453,#114251, 7019.7, 0.0
19.5, -44.00,-3943,#134455, 6573.2, 0.0
19.5, -43.50,-4143,#0D4053, 6492.6, 0.0
19.5, -42.95,-4114,#0B3A4A, 6375.4, 0.0
19.5, -42.40,-4486,#02394D, 6210.9, 0.0
19.5, -41.90,-4475,#013241, 5916.1, 0.0
19.5, -41.35,-4914,#013449, 5671.9, 0.0
19.5, -40.80,-4619,#003647, 5522.9, 0.0
19.5, -40.30,-5149,#002E42, 5740.2, 0.0
19.5, -39.75,-5445,#013042, 5613.8, 0.0
19.5, -39.25,-4741,#003345, 5104.1, 0.0
19.5, -38.70,-5147,#012837, 4607.9, 0.0
19.5, -38.15,-5910,#023047, 4616.4, 0.0
19.5, -37.65,-6030,#012837, 4278.0, 0.0
19.5, -37.10,-4490,#003846, 4278.7, 0.0
19.5, -36.60,-5291,#002F43, 4274.7, 0.0
19.5, -36.05,-5583,#012E45, 4256.0, 0.0
19.5, -35.50,-5739,#012A3E, 4124.1, 0.0
19.5, -35.00,-5515,#002E42, 3752.6, 0.0
19.5, -34.45,-5125,#013044, 3524.8, 0.0
19.5, -33.95,-4892,#003044, 3405.1, 0.0
19.5, -33.40,-5188,#002C40, 3430.9, 0.0
19.5, -32.85,-4803,#002A3A, 2946.2, 0.0
19.5, -32.35,-4639,#002A42, 2675.1, 0.0
19.5, -31.80,-5147,#003142, 2454.8, 0.0
19.5, -31.30,-4785,#013145, 2234.2, 0.0
19.5, -30.75,-4898,#003547, 1963.9, 0.0
19.5, -30.20,-4807,#003346, 1705.0, 0.0
19.5, -29.70,-4821,#002E42, 1506.1, 0.0
19.5, -29.15,-4647,#01354A, 1469.8, 0.0
19.5, -28.65,-4766,#043448, 1428.1, 0.0
19.5, -28.10,-4651,#013447, 1183.3, 0.0
19.5, -27.55,-4738,#003449, 1027.7, 0.0
19.5, -27.05,-4664,#013648,  901.2, 0.0
19.5, -26.50,-4557,#01384C,  794.0, 0.0
19.5, -26.00,-4423,#013A4D,  734.4, 0.0
19.5, -25.45,-4324,#0A3A4E,  656.2, 0.0
19.5, -24.90,-4239,#0C3C50,  657.7, 0.0
19.5, -24.40,-4212,#0C3F52,  607.1, 0.0
19.5, -23.85,-4140,#0B3E51,  575.8, 0.0
19.5, -23.35,-4061,#0C3F52,  504.2, 0.0
19.5, -22.80,-3909,#0D4053,  438.9, 0.0
19.5, -22.25,-3714,#0E4355,  429.2, 0.0
19.5, -21.75,-3599,#0F4456,  405.6, 0.0
19.5, -21.20,-3504,#134659,  407.9, 0.0
19.5, -20.70,-3490,#0E4355,  410.8, 0.0
19.5, -20.15,-3390,#134659,  419.1, 0.0
19.5, -19.60,-3300,#13485A,  355.8, 0.0
19.5, -19.10,-3035,#174F5E,  337.4, 0.0
19.5, -18.55,-2674,#18505F,  337.8, 0.0
19.5, -18.05,-2386,#1D5564,  294.5, 0.0
19.5, -17.50,-1732,#1F5A6A,  283.1, 0.0
19.5, -16.95,  -96,#2C6F7F,  330.2, 0.0
19.5, -16.45,   -1,#31502E,  526.5, 0.0
19.5, -15.90,   45,#FCDBA5,  615.0, 0.0
19.5, -15.40,   43,#F5C99C,  679.9, 0.0
19.5, -14.85,   57,#DFB17D,  591.9, 0.0
19.5, -14.30,  107,#DBAB7B,  604.8, 0.0
19.5, -13.80,   86,#F9D49F,  569.8, 0.0
19.5, -13.25,   88,#FADBA4,  563.0, 0.0
19.5, -12.70,  175,#E9C48F,  620.4, 0.0
19.5, -12.20,  213,#EFC688,  492.8, 0.0
